702.146168;987.866426;566.910950;608.405326;745.979123;781.870670;605.882741;767.878546;928.206657;908.731189;768.252382;746.623141;547.872776;1006.415280;706.921166;1093.594786;882.361812;966.253565;808.198783;632.516053;812.388937;909.962445;589.028115;423.484357;616.811858;334.056775;544.198798;672.576270;908.595257;434.076608;574.222114;600.391145;740.659054;922.564288;892.934195;511.430001;1218.689854;733.072051;728.494286;1035.072427;684.229326;740.360689;699.672694;815.410288;806.245371;794.393314;529.860561;892.938785;619.909413;587.429676;751.979683;612.142491;562.365693;867.467281;341.277869;698.813267;667.487124;438.000891;687.420130;993.519258;835.319495;1005.060297;1045.216167;862.559182;657.185131;928.613931;613.789139;553.030548;769.289964;600.209976;782.369858;969.890824;816.573637;775.429261;763.406043;708.556735;770.650583;560.812805;937.802686;810.200915;514.215681;737.903572;1090.189807;790.541323;443.805865;873.742158;741.700264;720.810864;918.975576;782.314535;729.401043;370.453269;430.157449;721.992010;753.617698;890.004260;521.990790;790.215738;616.799051;793.551589;
1082.302290;760.110293;975.977953;502.107522;758.206515;698.472378;1006.030544;711.846600;614.094759;943.579102;907.303729;649.774706;630.854410;709.774514;850.194476;800.081368;831.753699;466.985899;659.925244;598.703180;847.842246;538.505003;652.640656;642.820938;786.734291;597.114387;385.650688;676.599661;789.346850;735.275295;550.476258;665.755818;799.663266;584.096413;627.517922;598.617364;824.855131;767.373268;825.828510;945.639656;400.574102;333.484915;496.753763;797.097282;740.735495;586.008038;695.546851;677.118514;826.641008;865.115713;584.632678;555.828205;709.763236;697.770304;512.851261;733.658644;909.957183;464.280432;616.041738;721.777320;604.539911;665.359265;710.264163;631.164170;564.438790;516.942413;852.076507;698.524856;677.825766;330.382592;705.402064;687.162307;1124.380430;594.979393;521.559165;733.022438;878.328671;446.819597;524.782681;469.156458;737.270750;547.384191;802.543801;760.169257;652.600968;836.566910;835.522099;576.899164;632.352013;436.219566;773.222533;800.417316;404.944446;662.886237;721.831078;420.911829;775.054325;749.832863;771.389481;856.845502;
800.618403;542.400802;559.236585;602.381972;330.623108;795.408254;382.084101;755.412338;799.630350;526.044139;636.949335;878.940084;349.962550;985.291833;974.085920;645.965012;1010.496711;957.307648;957.352134;675.324002;588.411900;630.059301;825.195950;746.714985;948.718950;894.188942;760.000769;265.958333;787.961682;762.342165;553.632275;436.427005;730.308151;828.825525;608.701146;895.640683;575.712817;798.581507;717.617583;392.626177;437.377282;852.309238;979.173670;864.342717;745.411532;639.951571;859.023450;731.563274;884.130275;504.571138;293.245101;723.941592;489.235083;844.793447;691.191313;521.037102;852.363198;817.506665;469.145000;605.074934;540.325633;475.647098;953.283166;1058.107850;1149.988750;627.858255;587.101391;592.337734;1016.665874;860.198709;780.012199;979.736442;627.955750;582.690852;610.913181;414.898140;923.910072;638.628927;663.574241;725.213124;719.576064;767.770567;905.006046;459.381387;629.716953;582.967562;758.108926;608.759670;483.722669;595.265526;1002.716519;417.577943;792.518918;936.296831;705.431294;834.242559;764.319339;528.100267;462.401711;804.968472;
591.748922;530.872993;502.682455;1030.373634;589.141901;627.177032;738.302797;1012.203681;684.666390;928.121730;522.698223;834.178182;391.203127;803.219350;735.798068;782.290358;648.470666;764.290383;751.006517;888.595873;720.838912;691.354477;604.452024;980.202747;860.079658;890.035845;484.604548;623.812148;737.639563;567.775048;964.348849;570.028269;649.739663;783.771174;1024.446459;691.844271;783.563097;517.482198;824.854436;952.282700;651.193513;397.930094;487.694558;485.985619;846.498366;831.617960;902.082430;563.393275;481.125879;821.999622;885.515929;938.860958;588.632707;890.103133;356.087979;553.436745;249.106977;669.083849;379.514186;272.436585;922.495681;855.548037;666.212771;664.847736;1195.129167;733.139357;276.292346;620.212292;784.560452;806.916312;261.221026;569.749290;669.811375;665.127462;831.323436;779.923592;354.783030;667.189189;915.202565;969.449000;432.595255;669.104991;422.001748;662.777376;754.579580;681.421556;317.415001;504.569296;656.364044;645.494956;653.291598;610.169462;602.460261;617.089996;863.754826;729.107895;706.087428;503.681728;705.525973;939.686291;
632.121635;555.868927;955.740084;640.539467;1310.133227;716.118833;765.976413;815.463751;950.323774;836.854835;322.503998;578.409618;903.801623;901.831211;593.493975;806.812489;947.784928;916.861843;847.620623;820.055291;1108.967893;833.360346;849.211929;954.162993;1065.434096;754.318492;390.425997;729.517814;614.004771;1160.465993;644.749205;881.388156;763.117094;449.661585;740.751014;603.557594;782.613376;613.597546;731.911025;768.833632;517.289662;473.018898;566.605274;733.385428;1009.414903;655.454915;520.459565;440.531156;855.850963;625.984786;714.081562;1074.680572;691.807815;600.262153;618.065427;876.352159;743.254666;752.863447;735.196311;662.114724;533.163260;807.241779;754.199952;964.405914;559.264695;502.904427;458.593721;319.766618;323.754996;591.454036;578.683261;650.224928;907.509881;583.275213;725.885674;1030.705612;619.150582;821.311229;642.171451;418.906100;787.121019;557.945172;885.284582;831.684285;906.674456;493.715762;755.825001;464.140177;426.123764;866.922131;441.087830;615.331284;624.936102;781.115688;599.711268;801.347662;665.967944;471.898284;492.945525;962.889693;
498.397863;973.370133;1035.840561;635.698572;733.940808;975.374567;912.856190;654.905871;565.738439;614.311197;844.395082;793.283554;687.932726;408.247732;679.090325;618.828739;895.247203;689.140812;775.170054;525.830362;576.438795;552.837208;650.529259;724.938077;790.730346;410.380719;791.514129;775.289110;596.700350;768.078908;1083.367494;376.158899;822.304701;753.233865;786.365888;279.823887;397.848190;726.399439;450.586529;467.691192;688.697687;957.315697;591.252681;832.427591;665.330502;572.723120;801.176305;583.062962;796.323720;568.510793;526.545997;674.636315;784.625472;568.978843;707.296809;583.853230;443.007912;516.368471;1012.249906;745.595488;687.489334;819.616551;659.727154;809.546833;656.750342;472.211298;587.740055;574.150423;471.799753;621.749177;843.586533;834.330844;515.601647;406.964705;780.266893;792.936628;477.716592;742.162684;477.899776;375.630044;715.246506;716.867489;392.633231;794.018738;845.773415;687.504450;663.836443;583.185756;969.344163;458.174150;659.232905;1115.396151;504.138102;893.238347;483.332725;525.757710;1244.281256;387.647027;989.711024;755.409340;
993.583196;624.764253;923.800461;670.170116;884.119038;328.149858;655.968336;1183.530217;1003.373750;674.973471;654.243395;1033.062015;920.285748;710.443632;641.822717;550.021191;823.986806;586.947115;354.938980;718.764394;1114.386551;783.687787;969.608563;545.971483;523.541306;980.938665;468.463220;848.126954;509.617030;808.400031;918.889889;457.368517;531.395134;712.333844;695.142329;782.220598;964.419824;556.175970;1071.128674;906.215529;884.379974;899.483144;421.839545;414.075533;1211.065268;443.130501;840.586210;625.038206;468.799659;694.312265;894.967657;816.333185;1040.968552;948.352041;710.438474;569.715949;685.350536;969.857546;428.742529;657.812933;532.191258;644.122954;582.256132;858.790430;643.773683;764.584561;897.901208;1328.701863;630.473740;617.237782;723.890566;882.186804;803.260490;646.342114;467.273842;370.804422;332.821040;760.530764;774.687307;704.016166;735.845522;966.405478;559.464668;511.274283;665.044262;700.053149;537.849042;633.220884;660.520698;783.995857;576.702723;518.044467;786.944311;926.844627;700.332839;820.524008;937.831763;992.986398;614.062376;479.153966;
697.481462;624.590803;650.858816;871.044516;788.659881;1030.709446;742.203571;619.940884;915.670522;675.233482;556.727739;529.743054;444.709320;817.851450;595.000032;853.345264;744.312821;650.944978;754.656193;876.005817;574.096228;659.710687;602.671774;716.700900;664.775567;774.645334;711.398978;674.117577;603.731125;639.086984;1006.695506;773.736493;935.515569;680.430948;506.103605;946.716714;715.818770;904.523047;412.932911;626.384944;794.806081;776.150806;957.681574;772.107632;638.815129;617.419924;1130.210300;842.601380;676.809828;711.702215;440.738662;401.744960;642.360929;920.006481;1043.263501;723.560044;1067.239617;1018.525436;554.827748;657.029824;968.642790;656.255097;534.825441;582.573552;785.953841;763.698120;1045.382946;605.213380;552.629407;670.925429;1025.538128;602.180868;731.666947;783.823107;425.969574;447.649201;813.126532;882.865193;850.186055;566.882877;623.734123;672.198945;908.881905;724.657048;581.453058;644.473529;284.233713;934.671280;911.790627;579.510913;904.098530;575.039969;582.360573;872.846640;910.729490;766.079596;691.547196;1039.534428;686.455505;535.931572;
741.341560;945.180136;721.050394;698.624258;1053.484011;752.685584;589.419247;938.395473;510.116616;969.491278;872.942551;880.863041;695.462958;650.616998;883.885680;596.565268;560.442302;524.674296;850.802680;801.178544;699.091612;593.546645;313.246419;475.333504;1155.922928;697.017231;916.735993;753.638101;730.065315;564.526820;808.580109;1031.823250;636.666346;601.862666;587.294672;882.423203;759.084462;856.916216;926.947985;503.066721;654.298154;754.277378;378.513945;972.982198;722.500208;739.998985;666.031994;434.036142;486.255079;696.586817;374.990790;763.277954;275.893520;522.019649;900.923227;957.765247;755.636500;828.317233;606.330477;699.983318;591.975441;488.630474;704.738765;683.983604;706.431382;793.391240;591.513028;674.694691;524.015427;599.070352;715.956101;324.853043;731.338214;624.788164;649.954841;777.979239;438.711783;717.053513;896.152314;944.962951;470.677470;763.074866;336.182257;927.291509;373.623828;617.500118;501.427539;343.247988;346.497219;1137.462955;615.771199;600.666122;767.797765;388.564194;589.051323;607.795005;283.848873;388.067446;734.792227;440.969870;
634.959595;883.742836;711.327510;864.411627;1021.215285;635.228381;604.331418;404.873066;853.640898;1337.625526;548.448475;495.440451;685.102947;589.132691;973.562581;423.608272;719.708816;456.111968;831.580343;609.319446;793.431510;1020.003128;643.064735;463.478968;583.784005;499.909075;575.386502;433.891127;804.659994;467.897807;342.426201;637.076785;660.210739;336.065640;495.064175;482.178569;680.398208;649.988187;653.624892;424.454949;925.294148;857.326415;773.708744;899.482846;879.848691;549.909274;594.686220;648.243669;374.190416;530.232535;911.649961;778.508560;541.642368;587.562595;513.345925;1150.613446;828.914036;843.568017;890.530591;774.037351;635.639327;607.824068;892.625501;612.684113;445.454164;697.445754;625.432663;750.863401;747.192061;427.189863;787.179151;394.850317;505.727925;592.068690;681.279591;619.724190;438.894807;372.415143;809.165834;640.340694;601.237581;823.505625;572.376717;450.580305;844.841389;755.359108;476.243165;491.699295;935.059000;728.484592;841.010745;488.184207;452.032614;437.359845;1059.865421;617.884843;389.694711;778.652678;1004.594180;798.217713;
371.671979;667.373225;787.421017;831.112497;526.443749;757.639611;592.197692;803.855035;991.770172;1012.602803;1039.626049;1019.251772;539.695006;704.226599;651.626233;884.086205;629.331623;635.250291;775.213306;681.644369;930.683452;480.985633;736.579900;493.633621;826.060614;949.027546;775.191495;806.082275;993.220288;755.325297;767.804777;536.067298;633.362598;522.028698;392.132335;700.002711;505.451137;897.732188;566.932591;637.526190;882.053314;640.682178;739.992040;673.557821;696.305506;714.570493;873.808493;521.001873;915.747369;685.202877;1112.455558;1069.309993;391.494015;403.522380;816.767646;674.456831;794.468549;683.575283;896.398401;667.986477;467.156187;366.775492;815.998474;834.855049;798.773717;943.240453;434.963556;649.712415;1393.946382;421.079728;879.939531;518.691063;601.066717;1034.926662;892.754359;961.265888;903.291241;448.481700;590.292673;919.923688;777.759889;480.247914;564.511394;573.697681;800.182401;755.947692;496.589506;915.766740;761.834696;618.198633;671.764033;323.880878;636.096097;1028.269076;767.524103;880.832257;587.444867;761.486360;659.672010;818.449025;
